ID,Type,RA,Decl,I,V,V_I,P,T0,A,Ecc,Incl,Peri,Model,loc,sed_dist,sed_av,sed_av_err,sed_radius,sed_radius_err,sed_teff,sed_teff_err,sed_logg,sed_logg_err,sed_feh,sed_irslope,sed_chi2oN,Av_median,Av_minus_two_sigma,Av_plus_two_sigma,sed_L
OGLE-LMC-HB-0096,RG,05:06:57.99,-68:18:24.6,15.319,17.003,1.684,376.973,9143.5,0.066,0.1904,88.7,124.9,1,LMC,49970.0,0.5107499999999998,0.41629060863935574,70.7943630003489,2.0058433234774498,4023.6764152610986,220.3370448665586,1.9098999999999997,0.8303803708574181,-0.7,0.0016829134037126964,2.0825236575388573,0.24525,0.029249999999999995,0.5107499999999999,1192.6371444304834
OGLE-LMC-HB-0097,RG,05:06:59.04,-68:03:13.1,15.343,16.845,1.502,323.39,9099.8,0.021,0.202,63.0,105.5,0,LMC,49970.0,0.46799999999999997,0.3727169987004392,55.74170153147429,1.6476909712472847,4355.390488438305,234.6077142409531,2.0969999999999995,1.1422012366092524,-0.7,0.0003766776922756603,4.840385042170937,0.207,0.0,0.468,1015.0504341570013
OGLE-LMC-HB-0098,RG,05:07:22.74,-71:43:13.4,15.985,17.459,1.474,382.91,9005.9,0.026,0.401,50.7,152.8,1,LMC,49970.0,0.3317359904460492,0.5351226069555075,42.94293686743089,1.461408188842556,4250.0000492138115,326.69103604889057,1.0294092086273046,0.6857893601142828,-0.7,0.004207003942586898,0.7276406893071783,0.22949999999999998,0.017999999999999985,0.45899999999999996,546.2079414430107
OGLE-LMC-HB-0099,RG,05:07:25.69,-71:21:53.0,15.008,16.402,1.394,408.9,9188.0,0.016,0.167,41.9,154.0,1,LMC,49970.0,0.41624999999999995,0.3443837312822575,61.63378021427275,1.8045517194109033,4436.731010481462,218.31258586903218,2.0475999999999996,1.1260935117975719,-0.7,0.0007342913591504356,0.7431763614247744,0.22725,0.029250000000000026,0.41625,1336.3148425080271
OGLE-LMC-HB-0100,RG,05:07:38.02,-68:07:20.6,15.137,16.726,1.589,667.55,9555.6,0.034,0.462,49.1,116.9,0,LMC,49970.0,0.5039999999999999,0.39960088686787965,70.19221580105281,2.0188599175669037,4154.888990193291,212.7296794928455,1.8678382192875356,0.8538088523013263,-0.7,-0.009057591539768404,1.1364923886006895,0.243,0.0,0.504,1333.0130120462945
OGLE-LMC-HB-0101,RG,05:07:42.66,-71:32:27.9,15.019,16.562,1.543,371.68,9091.3,0.072,0.34,67.7,34.3,1,LMC,49970.0,0.287430245498703,0.3577282048143682,70.21149155242546,1.960318184575021,4182.434781172928,192.42224305080273,1.6389489160522013,0.7836170832797343,-0.7,0.002272675036406992,1.7914381410137612,0.2205,0.02250000000000002,0.45,1369.468014234102
OGLE-LMC-HB-0102,RG,05:07:48.74,-69:03:31.3,16.14,17.517,1.377,215.261,9003.7,0.024,0.194,67.8,162.6,1,LMC,49970.0,6.932020285339311e-16,0.38900447847998937,40.30867144121894,1.0571321340174473,4175.764068909056,201.69165675368302,2.2810999999999995,1.218087496339179,-0.7,0.017554799051116413,5.176776890835153,0.29025,0.0,0.60075,448.49702359672443
OGLE-LMC-HB-0103,RG,05:07:57.22,-67:01:51.5,15.386,16.954,1.568,633.27,9437.5,0.028,0.511,47.8,166.2,1,LMC,49970.0,0.41174999999955436,0.4173889267312517,63.50029465257467,1.80598740455126,4117.084983815321,220.30264212105394,1.989999999996575,0.8478509972580092,-0.7,0.0052736544519286855,1.56948534463903,0.18675,0.0,0.41175,1051.791344489964
OGLE-LMC-HB-0104,RG,05:08:01.61,-68:15:03.4,15.917,17.385,1.468,222.032,9201.76,0.064,0.2845,47.37,27.4,1,LMC,49970.0,0.45662775260181354,0.55426522339946,47.59457906414472,1.614857712361592,4249.999987617818,331.72620326351347,2.1874925062585695,1.3657564947668424,-0.7,-0.029519846304007887,2.746441664823799,0.19125,0.0,0.45675000000000004,670.9489542366872
OGLE-LMC-HB-0105,RG,05:08:06.00,-69:32:04.5,16.086,17.481,1.395,414.42,9286.6,0.018,0.295,57.1,109.9,1,LMC,49970.0,0.3938980623979409,0.4038520618544954,39.828434873548936,1.2767732135614185,4355.399467856702,253.4154672864805,0.9570331284517443,0.4711063159486063,-0.7,0.008825827769860923,0.7002318514003648,0.20024999999999998,0.0,0.43875000000000003,518.2236639067324
OGLE-LMC-HB-0106,RG,05:08:06.51,-70:01:02.2,13.257,14.794,1.537,1264.7,9673.6,0.033,0.49,51.6,149.4,1,LMC,49970.0,0.3421453182725142,0.3219923520055857,159.91830295372395,4.696474103234251,4155.499330414142,177.54513256109217,0.7586832114993135,0.433731868546721,-0.7,-0.0013193520549721156,1.0669784732729737,0.20024999999999998,0.0,0.46575,6923.217829744144
OGLE-LMC-HB-0107,MS,05:08:07.08,-71:10:50.6,15.019,14.876,-0.143,8.20402,9004.16,0.015,0.502,31.7,121.0,0,LMC,49970.0,0.1671728970860001,0.09143838429117539,10.828504579728772,0.3682944263542073,19000.000043637847,1944.7084487584154,1.801934238195587,263522.9974689421,-0.7,0.02105831937884482,4.168158016692342,0.23174999999999998,0.02474999999999999,0.47925,13872.992826295616
OGLE-LMC-HB-0108,RG,05:08:15.91,-69:14:30.7,15.673,16.991,1.318,220.295,9031.6,0.02,0.183,67.0,35.9,1,LMC,49970.0,1.9384411005663475e-17,0.3534438057543363,44.25085493896047,1.4338484236989892,4274.385783754921,229.99561960417398,0.9122575589173867,0.4627596985436975,-0.7,-0.020991597093119072,0.9699808565225876,0.26549999999999996,0.0,0.5715,593.4129004942906
OGLE-LMC-HB-0109,RG,05:08:17.79,-68:39:43.0,14.168,15.584,1.416,477.32,9468.8,0.014,0.398,19.1,19.0,1,LMC,49970.0,0.5737499999908359,0.3563706844394817,100.90282404529245,3.0891303036065114,4352.4500569845695,228.0494084985037,1.484694350215437,0.5387127252816728,-0.7,-0.004848058854583906,5.69134618784532,0.24525,0.0,0.57375,3317.115649148526
OGLE-LMC-HB-0110,MS,05:08:18.59,-70:37:40.0,16.807,17.088,0.281,7.49809,9006.044,0.031,0.327,45.7,179.3,0,LMC,49970.0,0.01800000000000018,2.782484018514905,8.566176879990701,3.241413354334734,8206.655997497852,8209.745216416806,2.9999999999999996,5.784268061940016,-0.7,0.04884872388302825,2.2071424542683906,0.30600000000000005,0.018000000000000016,0.6165,302.1744757891117
OGLE-LMC-HB-0111,RG,05:08:46.27,-69:20:27.5,15.538,17.329,1.791,468.96,9054.6,0.024,0.122,70.0,44.2,0,LMC,49970.0,0.9910158465199532,0.5308950975509817,66.5567270908354,2.024800118936134,4142.698804724185,266.11700928183575,0.9999920903393518,0.5245449890660236,-0.7,0.0013588907092488038,1.677067704902333,0.45,0.0,1.2735,1184.5029206514967
OGLE-LMC-HB-0112,RG,05:09:21.72,-68:29:24.0,13.602,14.867,1.265,424.15,9075.2,0.066,0.2603,82.5,166.2,1,LMC,49970.0,0.6345,0.4202555450301117,108.85376713687307,4.062429634588948,4925.793582030377,359.37119361138076,1.7222999999999997,0.8947968490176846,-0.7,0.02560678582975243,6.716029575840599,0.27,0.008999999999999977,0.6345000000000001,6333.015424758943
OGLE-LMC-HB-0113,RG,05:09:45.05,-68:33:50.8,16.013,17.373,1.36,250.953,9015.1,0.037,0.316,58.9,29.7,1,LMC,49970.0,3.2448332809249017e-25,0.3695179755748486,39.930514334980394,1.0330399676201558,4204.774591676397,191.94850718948004,2.2896999999907606,1.180243415059697,-0.7,0.012717930237712784,1.5482916981108654,0.26549999999999996,0.0,0.5309999999999999,452.48008592676047
OGLE-LMC-HB-0114,MS,05:09:48.93,-68:52:46.8,14.91,15.067,0.157,56.32957,9026.06,0.135,0.2672,20.86,36.2,0,LMC,49970.0,0.3025594491161333,0.16740935139002996,13.542883999497219,1.179442242769468,14000.000021990787,2240.0405123305377,0.7889717451820124,223076.87046761953,-0.7,0.3986014905205762,2.4282823844836128,0.22949999999999998,0.0,0.6120000000000001,6396.659705318945
OGLE-LMC-HB-0115,RG,05:09:53.42,-69:34:36.4,15.278,16.941,1.663,448.82,9352.9,0.048,0.2999,58.5,25.1,1,LMC,49970.0,8.887177617237805e-13,0.5911798604629541,68.97082895953672,1.9601935929175007,3884.848839928821,239.77054474074913,7.668705222077579e-18,0.3802101596213822,-0.7,0.012475150570671487,1.1708310522195178,0.20249999999999999,0.0,0.46799999999999997,983.6626387079892
OGLE-LMC-HB-0116,RG,05:10:09.13,-69:00:19.9,16.175,17.786,1.611,323.3,9322.9,0.026,0.107,51.1,167.5,1,LMC,49970.0,0.3071720743505717,0.5449686246790887,65.75149421536881,2.1123539821853106,4000.005074839604,276.88783029399235,1.1864477281644397,0.907018090475264,-0.7,0.010767025357641388,3.8658295932511386,0.20475,0.0,0.57825,1004.7828355029419
OGLE-LMC-HB-0117,RG,05:10:26.62,-70:24:39.4,15.661,17.08,1.419,645.46,9137.8,0.043,0.589,61.0,116.4,1,LMC,49970.0,5.90014014447449e-16,0.5593805295137075,46.64473192006489,1.5399065313800444,4148.976497403764,280.2045935999953,1.0942258550978207e-21,0.3867499868457957,-0.7,-0.006947082741573669,1.2727450017641417,0.20475,0.0,0.42075,585.3126177562976
OGLE-LMC-HB-0118,RG,05:10:26.90,-69:04:39.6,13.929,15.091,1.162,303.854,9173.8,0.049,0.1216,59.1,57.0,1,LMC,49970.0,0.7649999999999998,0.48224824050706167,84.91091968969666,3.3168858402984673,5350.902512423577,501.7204629984725,1.9347999999999999,0.9773224863772005,-0.7,0.06660155272719823,9.679066064843143,0.279,0.0,0.7649999999999999,5366.041526102406
OGLE-LMC-HB-0119,RG,05:10:28.56,-67:14:12.8,14.41,15.909,1.499,856.73,9309.6,0.024,0.519,58.9,52.1,1,LMC,49970.0,0.5219999998457778,0.37762901326903553,87.48585018165274,2.7079609475307542,4365.050232949199,239.96721623920808,1.8132999805070487,0.7613570415091856,-0.7,0.008917148128240873,0.9631449402825387,0.252,0.0,0.522,2522.617485767799
OGLE-LMC-HB-0120,RG,05:10:37.37,-69:03:13.1,13.176,14.801,1.625,647.43,9269.5,0.058,0.1474,89.2,115.5,1,LMC,49970.0,0.7717499999823895,0.34964778125752743,185.29727705497356,5.2758307081326645,4218.665340216465,188.70823613917398,1.3166999999983886,0.5579846917181189,-0.7,0.007673215246233521,2.634828447334198,0.26775,0.0,0.7717499999999999,9873.182372152229
OGLE-LMC-HB-0121,RG,05:10:46.88,-69:51:51.0,16.127,17.605,1.478,257.819,9002.0,0.03,0.386,76.0,103.7,1,LMC,49970.0,0.3959999999999999,0.3714729236337474,41.93900039231579,1.1043916966098521,4232.148550919412,193.6107198287272,2.263599999996767,1.2029494455047938,-0.7,0.0025610017508942862,0.8740548238223288,0.19349999999999998,0.01349999999999998,0.39599999999999996,512.2695573542222
OGLE-LMC-HB-0122,MS,05:10:47.57,-70:10:46.6,14.799,15.025,0.226,259.478,9145.82,0.097,0.4055,65.2,56.8,1,LMC,49970.0,0.34224238487958414,0.2511995534431097,14.676587022806462,1.4598960903193923,13999.999990052387,3121.3324384769653,1.6514778442328752,348004.4059467838,-0.7,0.14636810804251293,1.1974118983933353,0.1845,0.0,0.5129999999999999,7512.441001204984
OGLE-LMC-HB-0123,RG,05:10:48.90,-67:55:14.5,15.506,17.054,1.548,233.589,9016.9,0.082,0.3551,89.9,57.7,0,LMC,49970.0,0.4618827615815765,0.4138363800245036,53.85853330357904,1.6442045625208104,4251.804523784753,260.6234171996222,2.1097999999999937,1.1576920289418964,-0.7,0.03197917970709658,2.019245666420329,0.279,0.0,0.621,860.6389324263033
OGLE-LMC-HB-0124,RG,05:11:00.96,-69:14:25.0,15.601,17.022,1.421,282.86,9166.7,0.025,0.191,69.0,47.5,1,LMC,49970.0,0.1658165751443566,0.3938991085272435,47.631897916850036,1.3698145709526044,4225.855768361151,209.3252735605178,1.7119877277140099,0.8590459568599572,-0.7,-0.02207958270907358,1.0250480844690137,0.27,0.004500000000000004,0.5760000000000001,656.8606391695344
OGLE-LMC-HB-0125,RG,05:11:15.65,-69:28:09.8,14.604,16.291,1.687,487.57,9315.6,0.028,0.111,89.5,45.5,1,LMC,49970.0,0.652292570428121,0.38887552446084434,101.25368762603969,2.865335888698687,4124.757736733644,207.42729958808033,1.7032743695474442,0.8039221704390873,-0.7,-0.0019863528198260615,3.2588989631000453,0.29925,0.0,0.70425,2694.227509011965
OGLE-LMC-HB-0126,RG,05:11:25.41,-68:41:47.1,15.9,17.242,1.342,172.539,9104.3,0.035,0.2137,54.5,34.8,1,LMC,49970.0,0.5084999999999995,0.38439995886404743,39.67663272220698,1.3151670290780952,4667.654578367442,286.1009148605852,2.3428999999999998,1.1724773159809472,-0.7,0.00021276106062688747,3.6062640805808206,0.19799999999999998,0.0,0.5085000000000001,678.3959349401904
OGLE-LMC-HB-0127,RG,05:11:33.19,-71:33:09.8,16.24,17.574,1.334,187.905,9075.8,0.054,0.295,77.9,78.2,1,LMC,49970.0,0.4567499999586142,0.384197729734434,37.14186373025705,1.3014977316473066,4584.197678670175,288.9693142153818,2.375899999906954,1.1374477725341166,-0.7,-0.0036357312668246467,2.5094431415386835,0.19574999999999998,0.0,0.45675000000000004,553.0947256068997
OGLE-LMC-HB-0128,RG,05:11:34.76,-69:03:58.1,13.552,15.296,1.744,924.73,9875.7,0.06,0.4752,53.2,139.9,1,LMC,49970.0,0.4233139531147955,0.32477676313824383,171.18829991400682,4.864986719307405,4000.0020552245933,177.03923803242526,0.841655760917608,0.3908586476757803,-0.7,0.004449703403723776,1.9756377578594793,0.3735,0.0,1.107,6810.951701278488
OGLE-LMC-HB-0129,RG,05:11:37.46,-68:48:46.2,15.41,17.139,1.729,447.83,9187.7,0.028,0.187,87.9,131.7,1,LMC,49970.0,0.5647499999999943,0.5631481505796329,68.39930267955945,2.2263790256190714,4108.234635824245,290.77518346579393,1.3915653396044698,0.7212213439684135,-0.7,0.000570461406543562,3.2963364970798152,0.23174999999999998,0.0,0.56475,1209.8822131526972
OGLE-LMC-HB-0130,RG,05:11:50.21,-71:31:15.6,15.542,17.219,1.677,431.59,9181.2,0.033,0.173,65.0,117.8,1,LMC,49970.0,0.45449999999702706,0.5585620268123503,67.03656109524456,2.1066222675028032,4087.1337152007613,288.6507122167859,1.5228995813670816,0.9989315404858616,-0.7,0.003048848223861759,2.3266878350765645,0.216,0.0,0.4545,1138.4596036789085
OGLE-LMC-HB-0131,RG,05:12:00.13,-69:08:38.2,14.416,16.363,1.947,643.54,9303.5,0.038,0.2839,55.1,17.6,1,LMC,49970.0,0.6817499999999478,0.5596149459316417,123.70176922206791,3.722626703061265,3948.4056384372584,234.5160385773919,1.1837312085241622,0.6804630239758837,-0.7,0.000673596142923033,1.363171575026509,0.30825,0.024750000000000022,0.6817500000000001,3376.429302646544
OGLE-LMC-HB-0132,RG,05:12:02.27,-67:14:56.8,16.239,17.791,1.552,259.49,9045.0,0.029,0.218,72.6,18.8,1,LMC,49970.0,0.7458806185383161,0.46988451338571574,43.14148549157457,1.3891414051275046,4278.162658549389,294.29954191907325,2.2472999999999996,1.4310495909652994,-0.7,0.003078825584912812,2.4105442822120464,0.34425,0.0,0.8302499999999999,566.0283006114341
OGLE-LMC-HB-0133,RG,05:12:12.75,-69:34:46.9,15.354,16.981,1.627,304.575,9073.9,0.045,0.1233,49.6,130.1,1,LMC,49970.0,0.3105866619218466,0.5728415799901868,61.51454560333066,1.9099509466297966,4046.909976656655,285.3539770189601,0.4387694313732124,0.4405415228526388,-0.7,-0.010650282296561604,1.0363779189721918,0.33749999999999997,0.0,0.7424999999999999,921.4432648082656
OGLE-LMC-HB-0134,RG,05:12:14.34,-69:31:54.4,15.884,17.337,1.453,221.54,9059.8,0.024,0.176,56.8,20.5,1,LMC,49970.0,1.007644190113432e-10,0.6298320937727035,42.26437594478234,1.5102658177700603,4096.282297731056,315.89764422102525,2.4083540551601007e-15,0.42313032829985103,-0.7,0.007837477946923941,6.371803705793525,0.3555,0.0,0.7424999999999999,456.5908678254913
OGLE-LMC-HB-0135,RG,05:12:18.35,-69:17:04.3,15.242,17.266,2.024,439.417,9358.0,0.12,0.1303,61.8,155.4,1,LMC,49970.0,0.59625,0.644299064588702,84.6039376265091,2.41707623397517,3826.2786681690595,257.91792609922436,1.4634245108719418e-16,0.6916459508049791,-0.7,-0.012140685936162793,1.3058262531656797,0.27225,0.0,0.5962500000000001,1392.8563349173473
OGLE-LMC-HB-0136,RG,05:12:26.34,-68:46:07.5,15.296,16.753,1.457,565.75,9435.2,0.033,0.346,73.9,40.7,1,LMC,49970.0,0.5017499999999767,0.5403836552618557,56.65860526481441,2.1620107987224846,4506.8581400156645,397.2595713756168,2.1063999999999994,1.7223318341291094,-0.7,0.03905051304528876,4.714445860744254,0.24525,0.03375,0.50175,1202.3920517897172
OGLE-LMC-HB-0137,RG,05:12:29.48,-69:22:08.7,15.817,17.396,1.579,237.045,9152.9,0.057,0.2515,42.52,151.1,1,LMC,49970.0,0.5776034468736393,0.5638051780772996,50.64927711436245,1.783128421800548,4250.004040449289,350.26511012889347,2.151299989504352,1.3959021419071402,-0.7,0.017778174910066284,3.0603699030889158,0.26325000000000004,0.0,0.6052500000000001,759.8408869532948
OGLE-LMC-HB-0138,RG,05:12:45.69,-70:57:11.9,15.681,17.086,1.405,221.02,9185.8,0.022,0.263,45.4,32.0,1,LMC,49970.0,0.33074999999999993,0.3502157531060846,54.374067728169564,1.5673227233101144,4319.114482287103,221.82231441778168,2.1087999999999996,1.0759934244690912,-0.7,0.0038748662604917317,1.3623759029257514,0.16874999999999998,0.0,0.33075,934.0740240587604
OGLE-LMC-HB-0139,RG,05:12:47.39,-72:19:16.6,15.379,16.97,1.591,536.84,9069.7,0.046,0.423,88.3,172.0,1,LMC,49970.0,0.15786357472558185,0.3747458910629305,69.33087525526487,1.934664574876304,4069.3715952737,200.77127593943308,1.6423526450061077,0.7787783388477922,-0.7,0.010998260162109103,1.976183233624247,0.22275,0.05625000000000002,0.37125,1196.6896859478052
OGLE-LMC-HB-0140,RG,05:12:51.56,-69:10:23.0,16.526,17.623,1.097,136.394,9018.8,0.028,0.211,52.1,15.4,1,LMC,49970.0,0.6637499999999874,0.5068683390253232,25.386036584748148,1.092099435880651,5206.495200589358,492.22480554633535,2.6775999999999995,4.15280373240031,-0.7,0.02052092598868223,4.78624779651383,0.28125,0.0,0.6637500000000001,429.92279998269504
OGLE-LMC-HB-0141,RG,05:12:56.01,-68:25:00.4,15.068,16.814,1.746,469.12,9086.6,0.07,0.2899,55.4,41.5,1,LMC,49970.0,0.5287499999999999,0.39515747483424285,79.37724504852922,2.2576665856276388,4052.674919622943,211.24149049602192,1.8404999999999998,0.8158429130382505,-0.7,0.018990473533295783,2.9965857189983995,0.31275000000000003,0.08325000000000005,0.52875,1543.0425541784193
OGLE-LMC-HB-0142,RG,05:12:59.53,-70:42:45.1,16.016,17.461,1.445,276.303,9101.9,0.05,0.2127,58.5,175.0,1,LMC,49970.0,0.4454999999999461,0.35957381525316134,47.15219088081479,1.3762304791328828,4417.730009836701,226.5876384542772,2.20859999999987,1.1086556318385037,-0.7,0.0006659573924213038,4.0524817490850955,0.225,0.0,0.4455,768.8103468718125
OGLE-LMC-HB-0143,RG,05:13:06.52,-69:38:56.5,16.341,18.035,1.694,225.085,9019.9,0.058,0.3056,67.6,71.2,1,LMC,49970.0,0.8607495813619898,0.4616455725363623,46.95516368487152,1.3130635445469316,4159.9187152237,238.11337543086316,2.000005544350211,1.535171783891545,-0.7,0.010137050469991783,0.988236793480298,0.47475,0.0,1.31175,599.4112377952634
OGLE-LMC-HB-0144,RG,05:13:24.59,-70:56:17.9,16.043,17.495,1.452,363.17,9318.4,0.033,0.37,81.8,135.2,1,LMC,49970.0,0.27448546147008557,0.3840646240393252,47.84620453892627,1.3709421073914594,4198.94708651527,202.78127697275238,1.169114533858729,0.6013143631513275,-0.7,-0.005524338818383454,1.426682521058931,0.19574999999999998,0.0,0.41625,646.0637550705811
OGLE-LMC-HB-0145,RG,05:13:32.18,-68:41:48.3,15.52,17.219,1.699,495.51,9380.1,0.056,0.287,75.0,40.5,1,LMC,49970.0,0.12342838037136718,0.518358874975906,80.5568740285721,2.407015405340792,3869.3993006566498,221.1215682492506,1.0000265312825563,0.612400687131493,-0.7,0.006075022895733926,1.5857747147111303,0.20024999999999998,0.0,0.41175,1320.6817930302607
OGLE-LMC-HB-0146,RG,05:13:33.00,-68:56:19.7,16.584,18.079,1.495,180.048,9107.1,0.036,0.281,41.1,178.7,1,LMC,49970.0,0.0070413435930322624,0.4719159609537909,41.2723282336621,1.181453371006143,3999.9999721924214,223.16238904370576,1.5245384126776846,0.8353372929475628,-0.7,0.03778953966964819,1.632671126824532,0.25425000000000003,0.0,0.6052500000000001,395.8919542025953
OGLE-LMC-HB-0147,RG,05:13:42.49,-68:57:06.2,16.688,17.981,1.293,204.862,9028.0,0.023,0.138,51.8,179.8,0,LMC,49970.0,0.6884999999891807,0.3646900408700684,36.686195798066,1.1866474194496657,4598.088349788638,272.3018106939509,2.380699999999998,1.091296848697729,-0.7,-0.008414336467709846,2.759412572772606,0.29700000000000004,0.0,0.6885,546.1769790629147
OGLE-LMC-HB-0148,RG,05:13:44.31,-71:39:29.7,16.636,17.928,1.292,186.245,9014.5,0.038,0.28,54.5,56.9,1,LMC,49970.0,0.4567499999993102,0.37971363788789503,32.450273432291496,1.0120328561456835,4472.136400199683,240.21112228030935,2.4484999998794708,1.1357567630316165,-0.7,-0.005759135663493217,4.5492926743685365,0.24525,0.06074999999999999,0.45675000000000004,382.39805115008704
OGLE-LMC-HB-0149,RG,05:13:47.62,-69:30:49.5,15.592,17.145,1.553,306.27,9269.3,0.029,0.1022,48.3,60.2,1,LMC,49970.0,0.05684096889934199,0.4801425808536278,57.52156321409408,1.6802383417018694,3999.999901946473,204.0073157583178,0.6423296746480986,0.4660427027382359,-0.7,0.0017517104676695256,1.3628314671304669,0.23174999999999998,0.0,0.5197499999999999,768.9888937973598
OGLE-LMC-HB-0150,RG,05:13:52.90,-69:47:27.0,15.913,17.172,1.259,180.009,9074.77,0.059,0.2925,77.7,158.2,1,LMC,49970.0,0.4147298052156419,0.3654369041768307,37.114274057225856,1.2115514630884046,4683.295215391476,272.7185442012747,2.3767999999999994,1.1322536401940542,-0.7,-0.010709017507322777,0.6204070545661835,0.21825,0.0,0.44325000000000003,601.5986658656935
OGLE-LMC-HB-0151,RG,05:14:04.85,-69:06:44.2,14.94,16.638,1.698,368.292,9028.36,0.148,0.2746,72.3,69.38,1,LMC,49970.0,0.6435,0.3631561973330578,86.15712858067782,2.548548334493661,4098.926394043932,195.56020044828162,0.9448223804205582,0.4497000934275378,-0.7,-0.0011552487932495264,1.06164573917294,0.261,0.0,0.6435000000000001,1902.3117752610851
OGLE-LMC-HB-0152,RG,05:14:41.04,-70:16:43.8,13.635,15.435,1.8,593.2,9492.1,0.044,0.1517,54.5,147.6,1,LMC,49970.0,0.6457499999998513,0.35676846057344275,180.08176555049747,5.3207962751373525,4007.405936606383,193.90312982901028,0.7000068245844372,0.43715714611564427,-0.7,0.0013149400686054524,1.3258426517731037,0.32625,0.05624999999999999,0.6457499999999999,7592.968767653596
OGLE-LMC-HB-0153,RG,05:14:42.20,-71:12:12.2,14.707,16.264,1.557,360.1,9259.2,0.029,0.242,32.7,123.4,1,LMC,49970.0,0.43199999999999994,0.3797034694522667,95.13249763746411,2.713163882177455,4177.2278372562,203.2658858174214,1.7365999999999997,0.8255833144923148,-0.7,-0.004986655666572382,3.510584259722081,0.216,0.0,0.432,2501.6654855051406
OGLE-LMC-HB-0154,MS,05:14:44.32,-69:07:33.4,16.723,17.068,0.345,11.074844,9002.396,0.191,0.1229,89.9,68.7,0,LMC,49970.0,1.6822732537679496e-13,0.7007791161567344,14.741354675475554,1.1222876220277664,6319.530116039126,1163.8538886051142,2.99999999999825,1.69732449409294,-0.7,-0.00013739275849332632,2.835010425521639,0.20925,0.0,0.60975,314.65361595688364
OGLE-LMC-HB-0155,RG,05:14:49.91,-68:58:58.0,15.566,17.149,1.583,322.17,9059.3,0.06,0.2609,64.3,149.7,1,LMC,49970.0,0.6435,0.5567524493978864,64.69936672898314,1.9837417928576315,4103.017436010453,286.57694529973014,1.9799999999999411,1.1956422477351605,-0.7,-0.03659316952613095,4.9529354790689375,0.279,0.0,0.6435000000000001,1077.0411454086993
OGLE-LMC-HB-0156,RG,05:14:50.39,-68:45:18.5,16.013,17.495,1.482,249.355,9160.4,0.045,0.2863,62.1,24.9,1,LMC,49970.0,0.05862397159967954,0.5374765069746331,48.16487325491684,1.4962157493215449,4029.439636882482,270.3839082915957,0.8600029679396843,0.5049922099378551,-0.7,0.01909764435522504,1.0188532341856946,0.24525,0.0,0.56925,555.2112342979591
OGLE-LMC-HB-0157,MS,05:14:50.62,-69:05:08.6,15.84,15.786,-0.054,6.45023,9003.007,0.025,0.276,52.3,160.1,0,LMC,49970.0,0.15003372054345687,0.11336204977077162,8.000077183497323,0.3026832887002413,16328.705046543122,1339.6527032041286,0.40284959060614817,213841.68152853675,-0.7,0.013971023241839485,0.7158832512736524,0.19349999999999998,0.0,0.495,4130.609273952758
OGLE-LMC-HB-0158,RG,05:14:51.70,-69:35:22.3,15.812,17.31,1.498,394.997,9046.9,0.05,0.3663,81.1,36.3,1,LMC,49970.0,0.4162499999999383,0.5592507324521296,50.77438018351418,1.5360066635269407,4188.991335547993,287.1353442719144,2.1395999999863395,1.410473447641787,-0.7,0.0026226601155636057,1.0883984261665667,0.14625,0.0,0.41625,720.6856824793679
OGLE-LMC-HB-0159,RG,05:15:04.69,-69:30:40.3,14.476,15.839,1.363,268.329,9244.8,0.021,0.1238,65.0,58.8,0,LMC,49970.0,0.00018781313331407728,0.2778366841390458,81.65170413037002,2.1705549273562443,4246.31730680012,149.57105683733786,0.49999350483896027,0.3391500194374327,-0.7,0.0013165178242828368,1.6224988628506003,0.1755,0.0,0.4185,1967.8820589948648
OGLE-LMC-HB-0160,RG,05:15:05.91,-69:21:07.8,16.265,17.651,1.386,255.705,9044.0,0.047,0.305,86.8,60.3,0,LMC,49970.0,0.19230227793630617,0.551397900739951,37.80714334693112,1.3125745216337357,4250.000099294688,344.17219547209385,2.3287394242806854,1.3837031519427783,-0.7,-0.01889965489726856,1.0287145096359338,0.207,0.0,0.5715,423.37213765684294
OGLE-LMC-HB-0161,RG,05:15:33.10,-69:03:22.2,16.215,17.633,1.418,232.852,9222.1,0.021,0.14,63.0,38.8,1,LMC,49970.0,0.05040554653744503,0.6465512292681925,37.67805483695787,1.220952820683917,4249.99519073874,327.2545205540693,2.332899861558496,1.7551909610578718,-0.7,0.004509680096065517,5.798633660380163,0.18675,0.0,0.4927500000000001,420.484011634638
OGLE-LMC-HB-0162,RG,05:15:58.25,-69:19:30.3,15.543,16.679,1.136,295.19,9140.8,0.014,0.266,58.3,174.6,0,LMC,49970.0,2.8133884640378082e-15,0.5573294306419612,58.876933522391795,1.769182639171956,4180.550568856181,285.7938942913041,2.047899999999994,1.4292347029425194,-0.7,0.011456902485153889,7.963738336617633,0.243,0.0,0.693,961.2648777651501
OGLE-LMC-HB-0163,RG,05:16:13.36,-69:43:04.8,15.435,17.128,1.693,425.97,9410.8,0.032,0.244,65.6,52.1,1,LMC,49970.0,0.44549999999999995,0.5000717959146496,72.44927099909718,2.1944179870499143,3952.0841694175247,216.55746053521375,1.3203533111446897,0.6115205799881412,-0.7,0.010365592364176992,2.848297551732757,0.15300000000000002,0.0,0.4455,1162.4962646716992
