# Date:     2023-05-07 18:47:20
# Database: ocvs
# Target:   all_hb
# Query:    P>=0 
# Objects:  991
# Columns:
# ID	Type	RA	Decl	I	V	V_I	P	T0	A	Ecc	Incl	Peri	Model
OGLE-BLG-HB-0350	RG	18:00:07.59	-27:29:58.0	14.303	17.929	3.626	389.80400000	9133.4500	0.052	0.0903	65.40	137.93	1
OGLE-BLG-HB-0351	RG	18:00:08.52	-28:56:35.0	13.794	16.632	2.838	202.76800000	9085.3200	0.019	0.1662	61.10	150.56	1
OGLE-BLG-HB-0352	RG	18:00:09.27	-28:25:06.3	13.745	15.945	2.200	224.62200000	9105.6000	0.015	0.1858	90.00	55.60	1
OGLE-BLG-HB-0353	RG	18:00:13.05	-30:43:18.9	13.934	17.681	3.747	243.15400000	9133.4000	0.028	0.0700	51.70	163.80	1
OGLE-BLG-HB-0354	RG	18:00:18.06	-30:02:39.9	13.898	16.143	2.245	238.98400000	9190.3000	0.032	0.4192	72.70	161.30	1
OGLE-BLG-HB-0355	RG	18:00:28.97	-29:40:30.9	13.372	17.423	4.051	597.70900000	9165.8300	0.199	0.3314	77.82	105.79	1
OGLE-BLG-HB-0356	RG	18:00:28.97	-30:15:30.8	13.187	15.310	2.123	171.20400000	9145.3400	0.020	0.1943	52.62	35.80	1
OGLE-BLG-HB-0357	RG	18:00:29.12	-30:44:01.1	13.561	16.896	3.335	244.98100000	9231.7200	0.053	0.1410	66.69	112.59	1
OGLE-BLG-HB-0358	MS	18:00:32.68	-29:53:52.9	15.331	16.500	1.169	23.95115000	9016.2300	0.043	0.1016	48.73	42.80	1
OGLE-BLG-HB-0359	RG	18:00:33.08	-27:48:37.6	14.629	17.201	2.572	165.13700000	9113.5200	0.026	0.0681	89.90	67.10	1
OGLE-BLG-HB-0360	RG	18:00:37.09	-30:48:07.4	13.574	16.169	2.595	229.64500000	9058.9000	0.031	0.0677	89.80	148.80	1
OGLE-BLG-HB-0361	RG	18:00:39.20	-28:18:30.5	13.418	15.850	2.432	240.15000000	9238.7000	0.056	0.3211	64.20	74.10	1
OGLE-BLG-HB-0362	RG	18:00:39.34	-27:45:28.9	13.131	15.950	2.819	333.76900000	9305.8800	0.089	0.1569	56.36	163.75	1
OGLE-BLG-HB-0363	RG	18:00:44.72	-29:23:18.0	13.864	18.578	4.714	420.35200000	9230.6400	0.225	0.0894	89.99	103.94	0
OGLE-BLG-HB-0364	RG	18:00:45.59	-27:23:46.3	14.031	17.049	3.018	245.10300000	9115.0000	0.015	0.1233	35.58	9.70	1
OGLE-BLG-HB-0365	RG	18:00:51.05	-29:59:53.7	13.738	16.135	2.397	202.38200000	9060.7000	0.019	0.1076	52.60	10.00	1
OGLE-BLG-HB-0366	RG	18:00:55.06	-29:07:27.0	13.804	16.932	3.128	243.41300000	9105.2200	0.026	0.0768	89.80	144.50	1
OGLE-BLG-HB-0367	RG	18:00:55.91	-29:21:01.1	13.731	16.976	3.245	287.25900000	9240.2000	0.025	0.1851	90.00	89.30	1
OGLE-BLG-HB-0368	RG	18:00:57.00	-30:56:45.7	13.899	16.786	2.887	389.65000000	9304.8000	0.020	0.5190	54.40	146.40	1
OGLE-BLG-HB-0369	RG	18:01:00.70	-32:12:54.7	14.432	16.628	2.196	142.66850000	9120.9600	0.042	0.2544	89.90	91.70	1
OGLE-BLG-HB-0370	RG	18:01:00.72	-27:19:18.4	14.199	17.873	3.674	283.01300000	9034.1700	0.061	0.2647	52.02	158.65	1
OGLE-BLG-HB-0371	RG	18:01:01.88	-31:35:02.4	13.273	15.624	2.351	198.33200000	9161.0400	0.050	0.1531	89.70	78.80	1
OGLE-BLG-HB-0372	RG	18:01:06.66	-30:02:47.6	14.077	15.840	1.763	96.82940000	9093.9000	0.035	0.2975	87.20	74.10	1
OGLE-BLG-HB-0373	RG	18:01:11.08	-27:01:45.0	14.404	19.237	4.833	258.73500000	9010.8400	0.117	0.0560	90.00	80.06	1
OGLE-BLG-HB-0374	RG	18:01:11.70	-29:53:15.1	12.890	15.098	2.208	456.80500000	9191.8000	0.030	0.3400	67.40	97.10	1
OGLE-BLG-HB-0375	RG	18:01:12.35	-27:46:06.8	13.618	17.080	3.462	389.54100000	9318.7800	0.054	0.1875	68.53	135.73	1
OGLE-BLG-HB-0376	RG	18:01:16.86	-27:02:29.4	14.628	18.021	3.393	292.13000000	9144.5000	0.026	0.1603	62.50	32.30	1
OGLE-BLG-HB-0377	RG	18:01:17.12	-30:57:48.9	13.912	17.447	3.535	308.00200000	9148.4500	0.033	0.3325	78.80	7.00	1
OGLE-BLG-HB-0378	RG	18:01:18.53	-30:53:48.6	13.797	16.455	2.658	250.11000000	9028.1000	0.027	0.2371	67.50	156.00	1
OGLE-BLG-HB-0379	RG	18:01:19.35	-28:59:33.9	13.540	16.123	2.583	187.06200000	9102.2600	0.026	0.0916	89.60	147.80	1
OGLE-BLG-HB-0380	RG	18:01:20.33	-29:41:37.5	13.911	16.043	2.132	368.89200000	9083.7100	0.030	0.3138	89.90	156.90	1
OGLE-BLG-HB-0381	RG	18:01:27.30	-30:27:44.0	14.025	16.347	2.322	196.93500000	9092.3000	0.014	0.1529	63.40	170.30	1
OGLE-BLG-HB-0382	RG	18:01:29.00	-28:09:09.9	14.745	17.659	2.914	118.53160000	9024.7200	0.025	0.1512	90.00	151.55	1
OGLE-BLG-HB-0383	RG	18:01:29.17	-29:45:08.2	13.967	16.266	2.299	121.57640000	9009.8200	0.021	0.1556	66.50	169.90	1
OGLE-BLG-HB-0384	RG	18:01:32.00	-28:25:35.9	13.239	15.525	2.286	210.63500000	9034.1000	0.019	0.1284	50.68	82.30	1
OGLE-BLG-HB-0385	RG	18:01:37.08	-28:14:39.0	13.259	15.711	2.452	266.00300000	9130.8400	0.028	0.1825	89.80	84.78	1
OGLE-BLG-HB-0386	RG	18:01:37.67	-27:22:41.2	14.670	17.495	2.825	138.61510000	9030.9900	0.038	0.2125	63.40	88.33	1
OGLE-BLG-HB-0387	RG	18:01:37.86	-31:57:46.5	14.173	16.814	2.641	470.77200000	9374.8500	0.042	0.5868	67.20	121.90	1
OGLE-BLG-HB-0388	RG	18:01:38.38	-27:30:24.4	13.659	17.077	3.418	319.56600000	9250.7600	0.053	0.1876	79.60	126.97	1
OGLE-BLG-HB-0389	RG	18:01:38.76	-27:41:04.1	13.876	16.601	2.725	260.07000000	9090.3000	0.020	0.1480	89.60	170.90	1
OGLE-BLG-HB-0390	RG	18:01:39.18	-28:44:52.3	15.163	17.733	2.570	254.56800000	9140.0500	0.055	0.3241	58.92	131.93	1
OGLE-BLG-HB-0391	RG	18:01:45.08	-30:26:24.7	13.706	15.763	2.057	218.24200000	9184.3000	0.012	0.1398	89.00	75.20	1
OGLE-BLG-HB-0392	RG	18:01:54.64	-29:28:49.1	14.548	17.801	3.253	271.39500000	9093.7500	0.035	0.3331	84.80	79.10	1
OGLE-BLG-HB-0393	RG	18:01:56.25	-28:32:27.7	13.149	15.822	2.673	269.64600000	9218.8900	0.057	0.2757	54.39	82.94	1
OGLE-BLG-HB-0394	RG	18:01:56.70	-29:18:09.0	13.204	16.675	3.471	511.54900000	9196.5000	0.081	0.3266	70.71	74.76	1
OGLE-BLG-HB-0395	RG	18:01:57.33	-29:09:04.6	14.371	16.484	2.113	226.38900000	9180.8000	0.024	0.2520	78.30	60.70	1
OGLE-BLG-HB-0396	RG	18:02:01.40	-29:36:18.6	14.491	17.220	2.729	367.71000000	9061.5000	0.033	0.3767	57.50	144.70	1
OGLE-BLG-HB-0397	RG	18:02:01.92	-30:34:01.3	14.067	16.746	2.679	257.34600000	9129.6000	0.020	0.1550	72.60	86.70	1
OGLE-BLG-HB-0398	RG	18:02:05.09	-31:54:28.1	14.004	16.422	2.418	209.25500000	9157.2000	0.027	0.1863	89.90	36.10	1
OGLE-BLG-HB-0399	RG	18:02:06.40	-31:51:20.9	14.226	16.659	2.433	584.32000000	9519.4700	0.040	0.7334	62.90	62.20	1
OGLE-BLG-HB-0400	RG	18:02:21.59	-28:45:16.2	13.517	16.143	2.626	255.26600000	9208.4400	0.032	0.1196	74.40	171.75	1
OGLE-BLG-HB-0401	RG	18:02:21.75	-28:50:59.3	13.203	15.491	2.288	238.31700000	9176.9200	0.039	0.1009	66.00	6.17	1
OGLE-BLG-HB-0402	RG	18:02:21.98	-29:27:05.1	13.573	16.726	3.153	288.77200000	9145.4400	0.060	0.2479	90.00	59.25	1
OGLE-BLG-HB-0403	RG	18:02:25.45	-27:46:06.8	13.833	16.250	2.417	373.95000000	9217.5000	0.023	0.4185	53.20	146.40	1
OGLE-BLG-HB-0404	RG	18:02:34.60	-28:27:59.3	14.447	17.170	2.723	154.23530000	9140.4100	0.022	0.2210	89.80	87.14	1
OGLE-BLG-HB-0405	RG	18:02:34.94	-28:12:34.1	13.155	16.148	2.993	267.94700000	9022.1600	0.045	0.1404	51.69	29.28	1
OGLE-BLG-HB-0406	RG	18:02:35.30	-29:14:27.3	13.171	15.820	2.649	262.79800000	9101.7000	0.021	0.1693	79.50	109.10	1
OGLE-BLG-HB-0407	RG	18:02:41.04	-30:56:31.8	14.242	16.736	2.494	140.35900000	9056.3000	0.023	0.0840	88.00	140.90	1
OGLE-BLG-HB-0408	RG	18:02:41.33	-27:54:20.8	13.402	15.859	2.457	235.72100000	9006.1100	0.026	0.3953	58.80	175.80	1
OGLE-BLG-HB-0409	RG	18:02:46.49	-27:12:18.3	15.655	21.479	5.824	323.93200000	9218.9700	0.058	0.0773	56.83	15.76	1
OGLE-BLG-HB-0410	RG	18:02:48.49	-28:07:39.3	13.838	16.538	2.700	918.80600000	9517.8900	0.035	0.6926	58.13	102.08	1
OGLE-BLG-HB-0411	RG	18:02:48.94	-29:56:03.0	13.575	16.035	2.460	225.02740000	9155.1900	0.077	0.2544	90.00	88.15	1
OGLE-BLG-HB-0412	RG	18:03:02.42	-32:30:15.4	14.787	16.965	2.178	59.84005000	9028.5600	0.104	0.0721	41.06	137.75	1
OGLE-BLG-HB-0413	RG	18:03:06.66	-27:56:34.5	13.984	16.300	2.316	157.22560000	9149.1500	0.027	0.1704	83.30	111.62	1
OGLE-BLG-HB-0414	RG	18:03:10.27	-28:56:06.8	13.970	16.461	2.491	148.53320000	9102.4500	0.030	0.1462	89.00	144.70	1
OGLE-BLG-HB-0415	RG	18:03:15.68	-30:31:38.4	14.392	16.758	2.366	97.51740000	9066.8600	0.019	0.1014	70.70	44.30	1
OGLE-BLG-HB-0416	RG	18:03:16.09	-33:59:16.5	14.064	16.652	2.588	221.54000000	9101.9000	0.024	0.3390	89.30	70.70	1
OGLE-BLG-HB-0417	RG	18:03:20.31	-27:39:57.8	13.599	16.364	2.765	250.89200000	9212.0200	0.035	0.0877	56.50	53.50	1
OGLE-BLG-HB-0418	RG	18:03:26.16	-28:47:22.6	13.036	15.198	2.162	170.15900000	9010.4900	0.030	0.1709	71.20	134.10	1
OGLE-BLG-HB-0419	RG	18:03:28.36	-31:40:49.8	13.166	15.399	2.233	192.90700000	9152.3200	0.034	0.1315	75.00	79.10	1
OGLE-BLG-HB-0420	RG	18:03:28.50	-28:24:01.3	13.649	15.364	1.715	141.74100000	9096.0600	0.014	0.1968	79.00	109.40	1
OGLE-BLG-HB-0421	RG	18:03:29.57	-28:08:55.9	13.747	23.747	10.000	202.82400000	9188.6700	0.025	0.0651	57.10	161.60	1
OGLE-BLG-HB-0422	RG	18:03:34.23	-30:33:10.5	13.794	16.608	2.814	228.08000000	9213.1000	0.026	0.2890	42.10	178.60	1
OGLE-BLG-HB-0423	RG	18:03:38.44	-28:27:14.4	13.244	15.856	2.612	293.64000000	9140.2900	0.025	0.3092	38.53	20.40	1
OGLE-BLG-HB-0424	RG	18:03:44.13	-28:45:52.6	13.237	15.269	2.032	238.21500000	9106.1700	0.024	0.2164	72.20	58.01	1
OGLE-BLG-HB-0425	RG	18:03:49.18	-28:24:51.6	13.755	16.869	3.114	265.32500000	9150.6000	0.020	0.1022	36.54	171.11	1
OGLE-BLG-HB-0426	RG	18:03:49.58	-29:17:29.6	13.822	16.075	2.253	218.40100000	9174.5100	0.038	0.3298	69.80	37.49	1
OGLE-BLG-HB-0427	RG	18:03:52.29	-27:12:56.3	13.689	16.690	3.001	224.77500000	9017.7000	0.017	0.1170	89.60	99.20	1
OGLE-BLG-HB-0428	RG	18:03:52.39	-28:36:31.6	14.361	16.238	1.877	123.45100000	9045.9800	0.019	0.1503	41.04	39.20	0
OGLE-BLG-HB-0429	RG	18:03:59.41	-32:11:46.2	13.938	16.350	2.412	215.98800000	9150.1000	0.032	0.2003	89.10	154.30	1
OGLE-BLG-HB-0430	RG	18:04:07.64	-28:52:27.8	13.836	15.775	1.939	204.15900000	9161.8900	0.024	0.3276	62.00	153.30	1
OGLE-BLG-HB-0431	RG	18:04:08.60	-30:53:40.9	13.333	16.042	2.709	216.06700000	9204.6400	0.068	0.2611	84.10	53.83	1
OGLE-BLG-HB-0432	RG	18:04:09.73	-28:16:40.1	13.338	15.265	1.927	176.65500000	9119.8600	0.022	0.3091	70.50	117.60	1
OGLE-BLG-HB-0433	RG	18:04:12.47	-27:00:28.9	14.190	17.353	3.163	218.43100000	9159.5000	0.036	0.1791	72.60	139.80	1
OGLE-BLG-HB-0434	RG	18:04:12.97	-27:01:15.2	14.348	17.063	2.715	188.97400000	9077.7700	0.026	0.1309	89.90	8.54	1
OGLE-BLG-HB-0435	RG	18:04:13.04	-30:56:01.0	13.572	17.133	3.561	435.74000000	9162.1000	0.042	0.1461	53.71	47.70	1
OGLE-BLG-HB-0436	RG	18:04:13.43	-28:42:04.0	13.656	15.758	2.102	185.01000000	9175.3700	0.016	0.2079	89.90	79.90	1
OGLE-BLG-HB-0437	RG	18:04:18.60	-28:31:25.7	13.676	15.601	1.925	163.29400000	9115.4800	0.022	0.0970	89.20	143.40	1
OGLE-BLG-HB-0438	RG	18:04:24.33	-28:13:13.9	14.097	16.369	2.272	267.96400000	9153.4300	0.036	0.3350	68.23	11.39	1
OGLE-BLG-HB-0439	RG	18:04:26.83	-27:16:54.4	13.896	16.369	2.473	281.19700000	9110.7000	0.036	0.2845	65.93	126.88	1
OGLE-BLG-HB-0440	RG	18:04:33.84	-27:05:57.7	14.146	16.901	2.755	513.26700000	9493.4400	0.088	0.4218	69.30	80.88	0
OGLE-BLG-HB-0441	RG	18:04:37.12	-30:48:41.8	13.925	16.051	2.126	136.62700000	9134.2100	0.023	0.1830	65.30	53.50	1
OGLE-BLG-HB-0442	RG	18:04:38.04	-29:50:06.1	13.504	16.150	2.646	215.52300000	9112.2000	0.033	0.1075	66.90	49.80	0
OGLE-BLG-HB-0443	RG	18:04:38.69	-29:02:25.2	12.903	14.970	2.067	270.01900000	9130.3200	0.045	0.3590	61.18	115.68	1
OGLE-BLG-HB-0444	RG	18:04:47.37	-27:23:49.5	14.241	16.614	2.373	135.03700000	9018.8800	0.021	0.2398	89.80	162.50	1
OGLE-BLG-HB-0445	RG	18:04:50.15	-26:36:08.2	13.446	16.857	3.411	470.71000000	9392.9000	0.034	0.3790	64.90	28.00	1
OGLE-BLG-HB-0446	RG	18:04:54.81	-30:03:01.0	13.464	16.529	3.065	387.30900000	9046.0100	0.057	0.2120	60.37	166.80	1
OGLE-BLG-HB-0447	RG	18:05:00.39	-32:33:51.8	13.213	16.816	3.603	377.03900000	9185.8600	0.208	0.1375	89.95	69.98	0
OGLE-BLG-HB-0448	RG	18:05:11.31	-25:59:29.4	15.550	19.510	3.960	333.50500000	9201.6700	0.072	0.2964	61.14	119.20	1
OGLE-BLG-HB-0449	RG	18:05:12.39	-26:07:04.8	13.640	16.873	3.233	268.70600000	9210.7500	0.055	0.3011	66.70	178.03	1
OGLE-BLG-HB-0450	RG	18:05:13.51	-27:31:55.4	13.774	16.192	2.418	237.04400000	9123.4000	0.018	0.1891	89.10	144.80	1
OGLE-BLG-HB-0451	RG	18:05:22.39	-32:33:25.6	14.501	16.673	2.172	131.91080000	9098.3000	0.042	0.4616	71.00	104.50	1
OGLE-BLG-HB-0452	RG	18:05:22.66	-26:48:10.4	12.853	15.358	2.505	386.28200000	9212.0900	0.037	0.4496	69.80	113.17	1
OGLE-BLG-HB-0453	RG	18:05:25.68	-28:20:24.6	12.902	14.894	1.992	228.43300000	9089.3100	0.033	0.2931	67.15	61.90	1
OGLE-BLG-HB-0454	RG	18:05:32.59	-28:37:10.9	13.580	15.856	2.276	258.22700000	9085.2200	0.023	0.2158	53.93	14.60	1
OGLE-BLG-HB-0455	RG	18:05:34.79	-31:00:55.3	13.936	16.195	2.259	213.23900000	9021.0000	0.023	0.1668	78.30	115.90	1
OGLE-BLG-HB-0456	RG	18:05:36.62	-27:08:23.7	14.260	16.939	2.679	238.89600000	9101.4500	0.018	0.1901	77.00	93.40	1
OGLE-BLG-HB-0457	RG	18:05:37.52	-31:05:06.7	14.631	17.043	2.412	155.70800000	9117.0000	0.020	0.2400	88.30	108.20	1
OGLE-BLG-HB-0458	RG	18:05:42.20	-30:58:38.3	13.092	15.468	2.376	294.22700000	9054.7000	0.036	0.2367	66.70	93.50	1
OGLE-BLG-HB-0459	RG	18:05:45.24	-25:52:48.4	14.213	17.962	3.749	236.08900000	9212.7000	0.041	0.0924	72.30	16.30	1
OGLE-BLG-HB-0460	RG	18:05:45.27	-29:23:09.7	13.192	15.527	2.335	187.31300000	9136.4100	0.027	0.1495	88.70	104.20	1
OGLE-BLG-HB-0461	RG	18:05:53.82	-26:18:42.3	13.904	16.781	2.877	207.75600000	9029.2300	0.047	0.2816	67.50	59.40	1
OGLE-BLG-HB-0462	RG	18:06:05.25	-26:55:41.5	14.074	16.783	2.709	327.44200000	9053.8100	0.107	0.1251	53.14	12.76	0
OGLE-BLG-HB-0463	RG	18:06:06.56	-27:06:53.8	14.405	16.884	2.479	229.02500000	9146.4800	0.044	0.3584	47.11	109.45	1
OGLE-BLG-HB-0464	RG	18:06:07.20	-28:02:15.3	13.343	15.700	2.357	256.24300000	9197.5000	0.018	0.2714	57.00	6.70	1
OGLE-BLG-HB-0465	RG	18:06:13.44	-28:30:59.9	12.855	15.392	2.537	297.33300000	9082.5000	0.027	0.1952	51.87	15.80	1
OGLE-BLG-HB-0466	RG	18:06:14.62	-29:08:37.9	13.773	16.498	2.725	196.58600000	9091.8000	0.022	0.1532	62.80	113.40	1
OGLE-BLG-HB-0467	RG	18:06:16.50	-26:54:49.2	14.304	16.538	2.234	77.73010000	9049.4100	0.023	0.0818	83.60	126.10	1
OGLE-BLG-HB-0468	RG	18:06:28.73	-28:02:44.9	12.922	14.956	2.034	178.96670000	9081.9100	0.074	0.1231	64.14	144.14	1
OGLE-BLG-HB-0469	RG	18:06:33.85	-26:22:44.3	14.279	17.644	3.365	227.09000000	9152.3000	0.022	0.1044	90.00	0.90	1
OGLE-BLG-HB-0470	RG	18:06:36.71	-28:02:17.2	14.039	16.672	2.633	190.14300000	9170.5100	0.027	0.1772	89.10	109.20	1
OGLE-BLG-HB-0471	RG	18:06:39.26	-27:39:30.5	13.827	15.894	2.067	173.35200000	9151.6000	0.022	0.1034	89.30	63.00	1
OGLE-BLG-HB-0472	RG	18:06:46.40	-25:41:59.8	14.968	18.601	3.633	199.97100000	9102.3400	0.043	0.2411	54.48	144.16	1
OGLE-BLG-HB-0473	RG	18:06:56.46	-25:56:35.2	15.220	18.098	2.878	162.95400000	9042.6800	0.027	0.1741	89.10	78.90	1
OGLE-BLG-HB-0474	RG	18:06:59.55	-26:57:45.0	12.924	15.318	2.394	203.21500000	9128.7200	0.046	0.1059	90.00	75.30	1
OGLE-BLG-HB-0475	RG	18:06:59.57	-27:15:21.7	13.595	16.010	2.415	195.97900000	9011.6400	0.030	0.1353	62.60	31.80	1
OGLE-BLG-HB-0476	RG	18:07:08.58	-26:28:55.0	14.443	17.207	2.764	250.89700000	9158.7900	0.045	0.3359	61.56	3.72	1
OGLE-BLG-HB-0477	RG	18:07:10.38	-25:42:07.3	14.077	17.495	3.418	185.25700000	9080.8200	0.028	0.1646	89.70	83.90	1
OGLE-BLG-HB-0478	RG	18:07:21.50	-28:05:29.3	13.620	15.955	2.335	193.28300000	9177.3800	0.026	0.1975	64.50	82.60	1
OGLE-BLG-HB-0479	RG	18:07:44.98	-26:05:53.2	13.512	16.201	2.689	216.98200000	9032.1000	0.028	0.1120	89.30	108.00	1
OGLE-BLG-HB-0480	RG	18:07:48.60	-25:27:41.8	13.878	16.968	3.090	251.45500000	9081.0500	0.055	0.2717	79.60	90.08	1
OGLE-BLG-HB-0481	RG	18:07:52.13	-26:26:12.0	14.454	17.853	3.399	299.13500000	9060.1000	0.019	0.2001	70.30	114.70	1
OGLE-BLG-HB-0482	RG	18:07:52.30	-29:17:36.5	14.356	16.623	2.267	173.55000000	9165.4500	0.018	0.2685	59.30	138.30	1
OGLE-BLG-HB-0483	RG	18:07:57.68	-27:11:16.2	13.178	15.890	2.712	281.63700000	9249.2000	0.086	0.2932	83.50	18.66	1
OGLE-BLG-HB-0484	RG	18:08:06.05	-29:18:21.6	13.608	15.492	1.884	165.63000000	9042.6000	0.017	0.1662	72.10	120.90	1
OGLE-BLG-HB-0485	RG	18:08:09.69	-34:17:49.0	13.448	15.448	2.000	160.63400000	9017.1000	0.021	0.1400	52.90	133.80	1
OGLE-BLG-HB-0486	RG	18:08:12.20	-33:03:09.1	13.403	15.181	1.778	199.94900000	9088.5800	0.075	0.3455	61.84	17.10	1
OGLE-BLG-HB-0487	RG	18:08:19.77	-29:39:16.0	13.438	16.159	2.721	295.64200000	9124.4000	0.023	0.1986	53.00	51.90	1
OGLE-BLG-HB-0488	RG	18:08:33.64	-29:27:51.9	15.112	17.163	2.051	47.21450000	9014.9000	0.015	0.3040	61.20	116.10	1
OGLE-BLG-HB-0489	RG	18:08:56.25	-28:44:23.5	13.113	16.005	2.892	257.52200000	9068.7200	0.138	0.3500	89.99	63.80	0
OGLE-BLG-HB-0490	RG	18:09:06.24	-28:04:23.5	13.970	16.317	2.347	273.48900000	9210.4800	0.028	0.4367	89.90	41.30	1
OGLE-BLG-HB-0491	RG	18:09:17.64	-28:34:51.0	14.067	16.407	2.340	146.02000000	9034.5800	0.029	0.2873	88.70	63.20	1
OGLE-BLG-HB-0492	RG	18:09:24.09	-26:31:51.8	14.582	17.691	3.109	359.03200000	9341.6700	0.045	0.3354	64.20	175.93	1
OGLE-BLG-HB-0493	RG	18:09:35.97	-26:06:24.7	13.615	16.346	2.731	299.00600000	9063.4000	0.016	0.2180	46.60	16.40	1
OGLE-BLG-HB-0494	RG	18:09:37.86	-27:28:05.1	14.030	15.952	1.922	130.10370000	9075.9600	0.027	0.2782	85.30	57.20	1
OGLE-BLG-HB-0495	RG	18:09:37.94	-29:11:21.1	13.819	15.985	2.166	265.57400000	9063.9300	0.062	0.3111	88.80	80.09	1
OGLE-BLG-HB-0496	RG	18:09:39.34	-26:25:35.5	13.887	16.800	2.913	273.54800000	9221.6000	0.032	0.3027	57.52	3.80	1
OGLE-BLG-HB-0497	RG	18:09:45.79	-27:42:47.4	13.794	16.337	2.543	257.30100000	9156.6900	0.022	0.3779	90.00	35.90	0
OGLE-BLG-HB-0498	RG	18:09:57.27	-27:35:06.9	13.583	15.577	1.994	268.53800000	9175.3700	0.027	0.3802	72.50	105.00	1
OGLE-BLG-HB-0499	RG	18:10:00.86	-26:06:05.8	14.309	16.414	2.105	92.22760000	9092.1000	0.015	0.0935	51.10	151.40	1
OGLE-BLG-HB-0500	RG	18:10:15.31	-29:40:04.7	13.269	15.338	2.069	216.96100000	9023.9000	0.019	0.2514	90.00	88.10	1
OGLE-BLG-HB-0501	RG	18:10:19.95	-25:41:18.8	13.860	16.076	2.216	185.34000000	9045.4000	0.016	0.1777	60.00	12.50	1
OGLE-BLG-HB-0502	RG	18:10:38.98	-26:09:54.2	15.140	17.806	2.666	277.23400000	9068.3000	0.026	0.2319	67.80	92.50	1
OGLE-BLG-HB-0503	RG	18:12:11.35	-25:30:06.4	13.496	15.965	2.469	211.49400000	9009.9000	0.029	0.1963	76.40	76.70	1
OGLE-BLG-HB-0504	RG	18:12:21.47	-25:54:59.6	14.194	16.698	2.504	144.52500000	9142.0000	0.020	0.1927	88.50	72.70	1
OGLE-BLG-HB-0505	RG	18:15:14.69	-26:58:10.9	13.692	15.674	1.982	354.33900000	9289.7800	0.048	0.5110	89.70	93.20	1
OGLE-BLG-HB-0506	MS	18:15:37.57	-24:32:11.1	16.421	17.681	1.260	201.30900000	9014.4900	0.213	0.1960	8.90	80.10	1
OGLE-BLG-HB-0507	RG	18:15:52.91	-22:04:20.8	13.569	16.997	3.428	260.07000000	9087.9000	0.033	0.1327	89.50	59.60	1
OGLE-BLG-HB-0508	RG	18:15:56.51	-30:19:46.9	13.323	15.147	1.824	273.55000000	9028.0000	0.027	0.2680	87.30	82.00	1
OGLE-BLG-HB-0509	RG	18:16:10.02	-23:53:27.5	13.520	15.626	2.106	110.86200000	9064.7000	0.033	0.2600	46.70	165.80	1
OGLE-BLG-HB-0510	RG	18:19:40.66	-22:09:13.3	13.768	15.937	2.169	459.54000000	9431.1000	0.075	0.3080	89.30	125.70	1
OGLE-BLG-HB-0511	RG	18:19:53.16	-26:24:52.9	13.729	15.813	2.084	265.26600000	9005.1000	0.027	0.4260	89.40	75.10	1
OGLE-BLG-HB-0512	RG	18:21:13.92	-22:36:52.7	13.266	16.265	2.999	250.52100000	9122.6000	0.029	0.2881	72.60	123.60	1
OGLE-LMC-HB-0001	RG	04:45:19.56	-67:03:14.3	15.905	17.291	1.386	376.42000000	9231.2000	0.030	0.3140	54.10	132.30	1
OGLE-LMC-HB-0002	RG	04:46:24.84	-72:47:57.8	16.520	17.900	1.380	207.35000000	9015.7000	0.039	0.3140	79.70	24.30	1
OGLE-LMC-HB-0003	MS	04:47:02.42	-68:55:01.7	15.886	15.848	-0.038	4.18621800	9002.5750	0.030	0.1360	41.70	168.20	1
OGLE-LMC-HB-0004	RG	04:47:16.11	-68:58:24.9	15.574	17.283	1.709	243.96500000	9112.6000	0.028	0.2910	30.70	173.40	0
OGLE-LMC-HB-0005	RG	04:47:18.62	-70:04:44.6	14.225	15.753	1.528	494.52000000	9437.3000	0.037	0.3109	62.00	120.40	1
OGLE-LMC-HB-0006	RG	04:47:24.27	-70:40:39.1	15.853	17.360	1.507	202.32600000	9000.2000	0.029	0.1830	51.70	92.70	1
OGLE-LMC-HB-0007	RG	04:47:27.76	-69:29:08.2	14.506	15.943	1.437	662.83000000	9164.7000	0.021	0.5190	70.00	14.40	1
OGLE-LMC-HB-0008	RG	04:47:46.00	-69:17:25.5	14.271	15.623	1.352	404.20000000	9264.7000	0.031	0.2120	50.50	2.60	1
OGLE-LMC-HB-0009	RG	04:49:39.18	-68:30:55.4	15.161	16.968	1.807	592.56000000	9482.8000	0.061	0.4466	59.90	79.20	1
OGLE-LMC-HB-0010	RG	04:50:08.58	-70:01:04.8	15.094	16.287	1.193	177.16100000	9062.8000	0.023	0.4070	36.65	65.80	1
OGLE-LMC-HB-0011	RG	04:50:16.44	-70:10:39.3	15.591	17.200	1.609	438.74000000	9331.0000	0.025	0.2820	89.80	122.30	1
OGLE-LMC-HB-0012	RG	04:50:45.27	-70:05:53.3	15.371	16.882	1.511	435.49000000	9405.3000	0.041	0.2960	54.80	18.80	0
OGLE-LMC-HB-0013	RG	04:50:47.35	-70:16:32.2	15.999	17.499	1.500	324.53800000	9182.4000	0.048	0.4520	76.30	59.60	1
OGLE-LMC-HB-0014	RG	04:50:56.55	-69:25:36.2	14.497	15.726	1.229	359.11000000	9253.1000	0.041	0.2600	39.03	161.70	1
OGLE-LMC-HB-0015	RG	04:51:21.68	-67:13:16.2	15.238	16.618	1.380	311.75000000	9257.2000	0.028	0.1910	66.00	47.30	1
