# Date:     2023-05-07 18:47:20
# Database: ocvs
# Target:   all_hb
# Query:    P>=0 
# Objects:  991
# Columns:
# ID	Type	RA	Decl	I	V	V_I	P	T0	A	Ecc	Incl	Peri	Model
OGLE-LMC-HB-0193	RG	05:18:34.47	-69:45:33.0	15.609	16.960	1.351	279.61600000	9116.6000	0.045	0.2272	63.10	16.00	1
OGLE-LMC-HB-0194	MS	05:18:39.70	-69:32:35.6	15.515	15.412	-0.103	11.95267000	9005.8800	0.025	0.5110	31.70	5.00	0
OGLE-LMC-HB-0195	RG	05:18:49.01	-69:38:19.3	15.664	17.466	1.802	530.79000000	9130.3000	0.036	0.3339	63.80	177.70	1
OGLE-LMC-HB-0196	RG	05:18:51.09	-70:02:42.2	15.995	17.468	1.473	420.02000000	9161.9000	0.015	0.2070	60.00	44.10	1
OGLE-LMC-HB-0197	RG	05:18:52.05	-69:29:51.1	16.511	18.023	1.512	232.87400000	9023.0000	0.034	0.1810	59.00	46.20	1
OGLE-LMC-HB-0198	RG	05:18:55.86	-69:26:17.7	15.881	17.598	1.717	313.26000000	9182.2000	0.027	0.1870	81.70	62.20	1
OGLE-LMC-HB-0199	RG	05:19:03.69	-69:39:16.6	15.426	17.174	1.748	397.70700000	9057.5000	0.098	0.3219	89.60	88.70	1
OGLE-LMC-HB-0200	RG	05:19:04.48	-69:19:05.4	15.001	16.580	1.579	439.93000000	9049.4000	0.045	0.2270	60.50	123.10	1
OGLE-LMC-HB-0201	RG	05:19:14.04	-69:51:17.2	15.028	15.887	0.859	98.56960000	9046.3700	0.034	0.2899	66.70	150.40	1
OGLE-LMC-HB-0202	RG	05:19:14.72	-69:52:37.0	15.683	17.139	1.456	279.81000000	9052.6000	0.042	0.3076	63.40	146.90	1
OGLE-LMC-HB-0203	RG	05:19:19.74	-69:39:56.3	15.663	17.329	1.666	583.24000000	9055.7000	0.051	0.4926	57.50	139.40	1
OGLE-LMC-HB-0204	RG	05:19:26.38	-70:19:12.0	16.505	17.815	1.310	165.76500000	9159.4000	0.031	0.3010	88.80	71.60	1
OGLE-LMC-HB-0205	RG	05:19:27.36	-69:14:35.9	15.570	17.089	1.519	327.31300000	9200.8300	0.106	0.3002	60.54	163.43	0
OGLE-LMC-HB-0206	RG	05:19:37.74	-70:01:25.0	15.476	17.022	1.546	437.99000000	9079.7000	0.017	0.3820	45.60	11.00	1
OGLE-LMC-HB-0207	MS	05:19:38.32	-69:39:04.7	15.920	15.813	-0.107	6.70987600	9002.6830	0.037	0.3800	57.40	41.80	1
OGLE-LMC-HB-0208	RG	05:19:42.50	-68:15:47.6	15.691	17.291	1.600	792.11000000	9629.7000	0.042	0.5650	63.10	57.80	1
OGLE-LMC-HB-0209	RG	05:20:03.15	-69:22:56.3	15.219	16.785	1.566	349.88400000	9231.1000	0.048	0.2642	59.50	109.20	1
OGLE-LMC-HB-0210	RG	05:20:13.39	-69:22:53.2	15.266	16.730	1.464	454.63100000	9117.2000	0.074	0.4211	69.50	165.90	1
OGLE-LMC-HB-0211	RG	05:20:14.61	-70:40:48.8	16.134	17.718	1.584	365.42000000	9154.8000	0.030	0.3420	63.80	59.20	1
OGLE-LMC-HB-0212	RG	05:20:36.07	-70:00:46.4	14.477	15.847	1.370	319.01100000	9253.4000	0.033	0.1852	70.80	48.60	1
OGLE-LMC-HB-0213	RG	05:20:40.74	-70:49:42.8	16.227	17.510	1.283	207.73600000	9001.9000	0.041	0.3030	59.60	148.70	1
OGLE-LMC-HB-0214	RG	05:20:42.24	-69:57:02.3	14.609	15.366	0.757	168.41300000	9116.0600	0.026	0.4170	41.10	85.40	1
OGLE-LMC-HB-0215	RG	05:20:43.72	-69:21:29.8	15.444	16.719	1.275	256.65100000	9216.8000	0.021	0.4860	51.90	98.10	1
OGLE-LMC-HB-0216	RG	05:20:47.82	-69:12:01.3	15.738	17.310	1.572	443.99000000	9008.0000	0.049	0.4102	81.30	114.70	1
OGLE-LMC-HB-0217	RG	05:20:49.54	-69:22:12.3	15.215	16.888	1.673	591.75000000	9086.7000	0.032	0.1842	65.80	32.50	1
OGLE-LMC-HB-0218	RG	05:20:58.01	-70:22:17.5	15.962	17.454	1.492	318.50000000	9067.5000	0.030	0.1990	53.40	2.70	1
OGLE-LMC-HB-0219	RG	05:21:04.06	-70:38:49.8	15.495	17.227	1.732	615.76000000	9031.5000	0.048	0.4115	53.20	123.60	1
OGLE-LMC-HB-0220	RG	05:21:18.34	-69:15:38.6	15.214	16.880	1.666	312.88100000	9123.1300	0.115	0.2887	60.95	46.71	0
OGLE-LMC-HB-0221	RG	05:21:21.36	-69:43:44.5	15.165	17.019	1.854	471.69000000	9297.2000	0.042	0.1695	61.70	150.70	1
OGLE-LMC-HB-0222	RG	05:21:31.21	-69:21:54.4	15.813	17.990	2.177	301.41300000	9284.9000	0.034	0.2650	46.40	119.50	1
OGLE-LMC-HB-0223	RG	05:21:36.96	-69:37:31.6	15.110	16.710	1.600	437.51000000	9090.3000	0.055	0.1639	88.60	116.50	1
OGLE-LMC-HB-0224	RG	05:21:53.51	-69:30:55.8	14.751	15.633	0.882	107.17710000	9083.5800	0.077	0.3067	53.30	37.30	1
OGLE-LMC-HB-0225	MS	05:22:00.08	-69:35:10.3	15.801	15.976	0.175	13.73925000	9005.0900	0.039	0.2210	38.30	2.90	1
OGLE-LMC-HB-0226	RG	05:22:13.10	-69:51:00.3	14.452	15.711	1.259	668.85000000	9282.4000	0.022	0.4250	61.50	54.70	1
OGLE-LMC-HB-0227	RG	05:22:13.34	-69:03:30.0	15.177	16.987	1.810	615.84000000	9214.2000	0.051	0.4049	63.20	146.10	1
OGLE-LMC-HB-0228	RG	05:22:53.07	-70:11:13.2	15.380	16.912	1.532	708.63000000	9436.5000	0.024	0.4080	49.00	129.90	1
OGLE-LMC-HB-0229	RG	05:22:55.17	-70:38:46.5	15.362	16.951	1.589	459.92000000	9001.6000	0.038	0.3650	88.70	134.90	1
OGLE-LMC-HB-0230	MS	05:23:01.75	-67:58:27.3	14.623	14.492	-0.131	15.10097000	9001.8000	0.018	0.6620	29.00	7.00	0
OGLE-LMC-HB-0231	RG	05:23:05.99	-69:16:49.5	15.180	16.831	1.651	1033.82000000	9888.0000	0.066	0.5746	60.60	31.90	1
OGLE-LMC-HB-0232	RG	05:23:07.88	-70:34:26.7	16.699	17.942	1.243	111.72390000	9098.4200	0.076	0.2023	65.00	67.00	1
OGLE-LMC-HB-0233	RG	05:23:15.68	-69:23:07.6	15.414	16.909	1.495	462.86000000	9225.9000	0.022	0.2930	45.50	88.50	1
OGLE-LMC-HB-0234	RG	05:23:17.14	-67:36:26.3	15.058	16.571	1.513	300.50000000	9217.2000	0.041	0.3330	65.20	177.70	1
OGLE-LMC-HB-0235	RG	05:23:19.47	-70:33:38.0	15.730	17.422	1.692	337.51400000	9170.7000	0.054	0.2177	60.20	106.50	1
OGLE-LMC-HB-0236	RG	05:23:29.53	-69:23:30.8	14.954	16.683	1.729	460.33400000	9218.8600	0.083	0.3062	80.80	161.60	1
OGLE-LMC-HB-0237	RG	05:23:47.66	-69:53:48.4	14.889	16.743	1.854	448.93000000	9132.5000	0.063	0.2555	55.00	96.00	1
OGLE-LMC-HB-0238	MS	05:24:01.89	-69:49:20.6	13.402	13.260	-0.142	7.46787700	9000.7340	0.046	0.1274	43.20	4.00	0
OGLE-LMC-HB-0239	RG	05:24:01.91	-69:13:52.1	15.481	17.054	1.573	603.75000000	9480.2000	0.033	0.3730	70.40	112.20	1
OGLE-LMC-HB-0240	RG	05:24:28.95	-70:59:58.5	15.031	16.538	1.507	556.02000000	9410.8000	0.038	0.4460	78.70	85.80	1
OGLE-LMC-HB-0241	RG	05:24:32.81	-70:09:21.1	16.629	17.956	1.327	249.13000000	9055.7000	0.029	0.3510	88.50	113.20	1
OGLE-LMC-HB-0242	RG	05:24:35.64	-69:51:50.4	15.111	16.532	1.421	384.91000000	9225.7000	0.025	0.1270	49.50	159.30	0
OGLE-LMC-HB-0243	RG	05:24:36.92	-70:33:15.1	15.824	17.351	1.527	245.04600000	9184.1100	0.081	0.2295	72.30	44.50	1
OGLE-LMC-HB-0244	RG	05:24:38.26	-70:00:28.7	13.868	15.340	1.472	410.26300000	9112.7000	0.057	0.1235	53.00	59.20	1
OGLE-LMC-HB-0245	RG	05:24:50.90	-68:52:11.5	16.496	17.791	1.295	211.87200000	9022.3000	0.044	0.2333	89.30	89.80	1
OGLE-LMC-HB-0246	RG	05:25:06.65	-68:48:23.3	15.546	16.937	1.391	200.78700000	9052.4000	0.039	0.1134	89.00	170.20	0
OGLE-LMC-HB-0247	RG	05:25:08.03	-69:24:34.1	15.194	16.819	1.625	322.88000000	9285.8000	0.029	0.2460	30.64	46.10	1
OGLE-LMC-HB-0248	RG	05:25:15.04	-69:57:25.8	16.279	17.760	1.481	292.49400000	9035.9000	0.041	0.3910	64.00	129.30	1
OGLE-LMC-HB-0249	RG	05:25:21.86	-69:05:25.6	15.860	17.366	1.506	271.97100000	9118.0000	0.051	0.2952	59.00	43.50	1
OGLE-LMC-HB-0250	RG	05:25:41.96	-69:48:47.4	14.774	16.371	1.597	511.57000000	9200.5000	0.034	0.3070	73.50	41.90	1
OGLE-LMC-HB-0251	RG	05:25:50.39	-69:08:42.8	15.702	17.238	1.536	276.17000000	9103.4000	0.024	0.1700	67.00	117.80	1
OGLE-LMC-HB-0252	RG	05:25:58.39	-70:03:42.3	14.717	16.418	1.701	338.15900000	9294.6000	0.049	0.1887	45.74	132.30	1
OGLE-LMC-HB-0253	RG	05:26:18.26	-69:11:44.1	15.878	17.285	1.407	235.00000000	9093.9000	0.017	0.2090	49.00	148.30	1
OGLE-LMC-HB-0254	MS	05:26:24.45	-68:47:05.0	13.473	13.772	0.299	32.82939000	9031.0030	0.321	0.5473	42.51	130.64	1
OGLE-LMC-HB-0255	MS	05:26:25.67	-71:41:45.8	15.136	15.246	0.110	19.88490000	9011.8490	0.077	0.2529	50.90	27.80	1
OGLE-LMC-HB-0256	MS	05:26:28.44	-66:37:54.0	15.586	15.469	-0.117	6.58432000	9005.0500	0.022	0.2300	41.20	141.00	0
OGLE-LMC-HB-0257	RG	05:26:34.23	-71:36:37.6	15.458	17.026	1.568	493.00000000	9327.9000	0.028	0.3250	57.80	27.20	1
OGLE-LMC-HB-0258	RG	05:26:49.26	-69:49:22.4	14.499	15.662	1.163	242.81800000	9084.5000	0.042	0.1948	48.30	165.10	1
OGLE-LMC-HB-0259	RG	05:26:50.41	-69:49:22.3	15.637	17.326	1.689	585.49000000	9174.8000	0.023	0.2920	59.10	57.60	1
OGLE-LMC-HB-0260	RG	05:26:53.48	-69:03:20.7	16.189	17.758	1.569	263.93000000	9011.2000	0.016	0.1940	63.00	37.90	1
OGLE-LMC-HB-0261	RG	05:26:56.83	-69:54:40.7	14.825	16.057	1.232	252.74000000	9202.2000	0.038	0.2412	54.50	109.10	1
OGLE-LMC-HB-0262	RG	05:26:59.38	-70:41:25.7	15.900	17.293	1.393	288.03000000	9022.3000	0.026	0.2100	42.70	7.30	1
OGLE-LMC-HB-0263	MS	05:27:14.53	-69:01:59.7	14.804	14.696	-0.108	7.00722200	9005.6960	0.032	0.2250	41.30	114.60	0
OGLE-LMC-HB-0264	RG	05:27:16.09	-69:46:24.2	16.141	17.425	1.284	294.15300000	9070.8000	0.024	0.1880	49.10	151.50	1
OGLE-LMC-HB-0265	RG	05:27:22.00	-68:56:13.3	13.829	15.290	1.461	462.13000000	9263.7000	0.020	0.1790	89.30	66.30	1
OGLE-LMC-HB-0266	MS	05:27:29.73	-70:44:15.6	17.200	17.579	0.379	8.38852300	9002.0880	0.074	0.1630	89.90	55.70	1
OGLE-LMC-HB-0267	RG	05:27:33.91	-70:09:19.5	16.241	17.788	1.547	431.25000000	9322.8000	0.030	0.3710	67.00	101.50	1
OGLE-LMC-HB-0268	MS	05:27:40.55	-69:05:59.2	15.282	15.175	-0.107	14.10109000	9001.1100	0.024	0.5180	44.50	126.90	0
OGLE-LMC-HB-0269	RG	05:27:40.63	-70:25:07.5	16.107	17.831	1.724	454.07000000	9253.1000	0.035	0.4360	87.00	121.70	1
OGLE-LMC-HB-0270	RG	05:27:41.79	-69:15:57.2	15.712	17.338	1.626	366.04000000	9324.4000	0.049	0.3200	55.10	18.60	1
OGLE-LMC-HB-0271	RG	05:27:45.23	-70:35:15.2	16.245	17.789	1.544	283.62000000	9188.4000	0.029	0.1880	57.70	101.70	1
OGLE-LMC-HB-0272	RG	05:28:12.28	-69:34:18.0	16.404	17.931	1.527	257.68700000	9234.7500	0.065	0.2633	63.30	35.30	1
OGLE-LMC-HB-0273	MS	05:28:19.06	-69:07:50.7	15.041	14.909	-0.132	7.54821400	9006.8860	0.028	0.2730	48.20	0.10	1
OGLE-LMC-HB-0274	RG	05:28:22.83	-70:32:36.2	16.388	17.691	1.303	239.49000000	9072.7000	0.015	0.2800	60.00	137.60	1
OGLE-LMC-HB-0275	RG	05:28:30.75	-70:10:43.2	15.482	17.064	1.582	582.28000000	9098.6000	0.030	0.3188	60.00	125.20	1
OGLE-LMC-HB-0276	MS	05:28:47.62	-69:34:03.9	15.901	16.219	0.318	25.54610000	9016.8200	0.024	0.0960	26.90	23.20	0
OGLE-LMC-HB-0277	RG	05:28:48.25	-70:09:03.6	15.770	17.414	1.644	354.63500000	9154.7000	0.050	0.2060	48.20	167.10	1
OGLE-LMC-HB-0278	RG	05:28:48.51	-69:22:06.0	15.701	17.239	1.538	356.63000000	9109.1900	0.066	0.3142	44.91	150.50	1
OGLE-LMC-HB-0279	RG	05:28:48.76	-69:44:51.9	16.143	17.305	1.162	259.47100000	9139.3000	0.033	0.1890	70.20	66.60	1
OGLE-LMC-HB-0280	RG	05:28:49.98	-70:12:11.1	14.126	16.005	1.879	661.31000000	9398.4000	0.078	0.3266	49.20	9.20	1
OGLE-LMC-HB-0281	MS	05:29:13.46	-67:00:08.7	15.482	15.551	0.069	158.02200000	9139.2400	0.203	0.2090	89.70	76.39	0
OGLE-LMC-HB-0282	RG	05:29:15.25	-70:05:49.1	16.131	17.809	1.678	512.63000000	9461.7000	0.037	0.3990	59.40	140.80	1
OGLE-LMC-HB-0283	MS	05:29:22.57	-68:44:20.8	16.139	15.978	-0.161	7.00983700	9000.3540	0.025	0.4990	16.60	78.00	1
OGLE-LMC-HB-0284	RG	05:29:29.57	-70:00:39.2	15.764	17.292	1.528	541.44000000	9212.6000	0.025	0.4060	65.30	94.70	1
OGLE-LMC-HB-0285	RG	05:29:31.99	-70:11:08.4	15.977	17.454	1.477	384.10000000	9122.6000	0.034	0.1710	90.00	121.60	1
OGLE-LMC-HB-0286	MS	05:29:40.18	-66:44:45.8	17.411	17.277	-0.134	3.48344800	9002.2140	0.065	0.5090	29.10	63.50	0
OGLE-LMC-HB-0287	RG	05:29:47.63	-71:11:11.6	16.129	17.477	1.348	274.98100000	9047.2000	0.079	0.3707	89.50	154.60	0
OGLE-LMC-HB-0288	RG	05:29:48.71	-69:23:18.6	15.346	17.136	1.790	422.36000000	9315.4000	0.045	0.0996	45.90	57.50	1
OGLE-LMC-HB-0289	MS	05:29:51.27	-71:57:10.1	16.346	16.544	0.198	2555.50000000	10621.9000	0.182	0.4564	50.77	38.40	0
OGLE-LMC-HB-0290	MS	05:30:02.38	-71:51:00.9	18.118	19.009	0.891	28.93292000	9004.1500	0.144	0.2015	56.10	26.50	1
OGLE-LMC-HB-0291	RG	05:30:17.56	-71:44:35.3	15.430	17.105	1.675	767.19000000	9300.2000	0.027	0.4310	52.50	50.40	1
OGLE-LMC-HB-0292	MS	05:30:18.89	-70:26:24.5	15.908	15.948	0.040	3.18585590	9001.6509	0.147	0.2920	89.50	147.40	0
OGLE-LMC-HB-0293	RG	05:30:19.42	-69:07:23.3	15.836	17.327	1.491	259.12500000	9244.1000	0.044	0.2875	53.90	134.60	1
OGLE-LMC-HB-0294	MS	05:30:27.17	-71:02:56.2	15.974	16.140	0.166	63.43960000	9009.6200	0.093	0.4770	20.19	74.40	1
OGLE-LMC-HB-0295	RG	05:30:33.26	-70:04:36.6	16.217	17.349	1.132	189.47400000	9066.0000	0.019	0.1510	68.00	134.70	1
OGLE-LMC-HB-0296	RG	05:30:33.44	-70:17:42.0	14.204	15.658	1.454	389.75000000	9198.6000	0.043	0.1809	62.90	103.30	1
OGLE-LMC-HB-0297	RG	05:30:34.51	-70:57:44.2	16.223	17.444	1.221	169.83200000	9022.4800	0.091	0.2976	71.60	33.70	1
OGLE-LMC-HB-0298	RG	05:30:37.23	-70:43:21.4	15.834	17.178	1.344	501.26000000	9402.7000	0.034	0.6350	62.10	146.40	1
OGLE-LMC-HB-0299	MS	05:30:59.15	-69:06:53.0	14.958	14.937	-0.021	14.04737000	9006.3700	0.017	0.5070	24.40	39.00	1
OGLE-LMC-HB-0300	RG	05:31:04.44	-70:22:03.2	16.379	17.853	1.474	339.78500000	9116.3000	0.046	0.4750	65.80	33.50	1
OGLE-LMC-HB-0301	RG	05:31:06.56	-69:55:26.6	14.242	15.638	1.396	444.68000000	9231.4000	0.028	0.3110	51.90	2.90	1
OGLE-LMC-HB-0302	MS	05:31:09.06	-69:24:30.3	15.002	14.849	-0.153	4.58478000	9002.0440	0.015	0.1500	33.20	101.10	0
OGLE-LMC-HB-0303	RG	05:31:09.22	-69:27:49.1	15.441	17.081	1.640	456.38000000	9216.7000	0.028	0.1442	56.10	171.10	1
OGLE-LMC-HB-0304	RG	05:31:24.38	-70:19:27.3	15.254	16.971	1.717	538.11000000	9173.8000	0.049	0.3576	55.00	172.50	1
OGLE-LMC-HB-0305	RG	05:31:52.49	-69:51:55.1	14.923	16.347	1.424	224.05300000	9058.8000	0.019	0.1890	41.20	51.60	1
OGLE-LMC-HB-0306	RG	05:31:59.81	-69:34:39.7	14.207	15.865	1.658	500.10000000	9121.0000	0.068	0.3475	62.00	71.30	1
OGLE-LMC-HB-0307	RG	05:32:02.30	-69:32:09.4	15.844	17.357	1.513	427.75000000	9157.5000	0.025	0.1580	71.00	38.60	1
OGLE-LMC-HB-0308	MS	05:32:03.77	-70:29:48.7	16.197	16.762	0.565	33.38135000	9012.7550	0.092	0.4871	89.00	135.00	0
OGLE-LMC-HB-0309	RG	05:32:19.94	-70:00:43.5	15.604	17.149	1.545	537.85000000	9150.8000	0.032	0.4360	59.10	169.30	1
OGLE-LMC-HB-0310	RG	05:32:24.86	-69:06:58.4	16.119	17.384	1.265	283.23000000	9265.5000	0.021	0.2420	72.20	13.70	1
OGLE-LMC-HB-0311	RG	05:32:26.33	-70:06:04.8	15.345	17.072	1.727	454.46200000	9374.0000	0.070	0.1689	56.50	136.90	1
OGLE-LMC-HB-0312	RG	05:32:26.55	-69:31:21.3	12.965	14.781	1.816	650.62000000	9413.0000	0.103	0.1801	78.20	133.00	0
OGLE-LMC-HB-0313	RG	05:32:33.12	-69:43:40.6	15.884	17.386	1.502	552.06000000	9538.1000	0.028	0.4060	80.80	107.50	1
OGLE-LMC-HB-0314	MS	05:32:36.72	-69:24:44.4	14.668	14.731	0.063	10.35699800	9002.3810	0.049	0.2824	57.00	24.80	0
OGLE-LMC-HB-0315	RG	05:32:37.75	-65:38:43.4	15.217	16.672	1.455	685.81000000	9415.5000	0.052	0.5990	70.50	72.80	1
OGLE-LMC-HB-0316	RG	05:32:40.00	-69:13:30.1	15.099	16.985	1.886	414.49000000	9350.7500	0.138	0.2209	62.19	57.12	0
OGLE-LMC-HB-0317	RG	05:32:50.71	-69:42:52.6	15.912	17.438	1.526	239.63000000	9069.5000	0.049	0.1500	66.00	52.80	1
OGLE-LMC-HB-0318	RG	05:33:09.32	-69:52:38.3	15.702	17.121	1.419	341.55700000	9077.2000	0.043	0.1729	65.20	31.00	1
OGLE-LMC-HB-0319	MS	05:33:10.26	-68:32:01.5	17.942	18.382	0.440	10.76073000	9002.1400	0.058	0.3230	67.60	4.40	0
OGLE-LMC-HB-0320	RG	05:33:24.32	-71:03:45.0	16.084	17.608	1.524	296.38000000	9202.0000	0.025	0.3000	63.80	112.20	1
OGLE-LMC-HB-0321	RG	05:33:25.54	-69:43:32.5	16.722	18.045	1.323	148.65700000	9029.0000	0.041	0.2441	71.00	10.50	1
OGLE-LMC-HB-0322	RG	05:33:27.00	-70:07:51.7	15.555	17.120	1.565	342.90000000	9069.6000	0.040	0.1246	61.40	56.70	1
OGLE-LMC-HB-0323	MS	05:33:33.41	-71:18:07.3	16.379	16.551	0.172	24.91618000	9011.5020	0.060	0.4730	24.96	72.70	0
OGLE-LMC-HB-0324	RG	05:33:44.77	-69:34:19.4	15.870	17.202	1.332	205.78900000	9099.6000	0.079	0.2654	54.60	128.00	1
OGLE-LMC-HB-0325	RG	05:33:51.82	-69:35:25.7	15.918	17.576	1.658	264.82500000	9261.0000	0.070	0.2296	72.00	54.30	1
OGLE-LMC-HB-0326	RG	05:33:56.64	-70:19:19.7	16.634	18.005	1.371	205.41800000	9153.6000	0.030	0.1430	59.50	126.30	1
OGLE-LMC-HB-0327	RG	05:34:04.58	-70:33:51.0	15.199	16.894	1.695	401.84000000	9060.4000	0.048	0.1729	78.50	61.50	1
OGLE-LMC-HB-0328	RG	05:34:07.06	-69:07:13.5	16.359	17.745	1.386	319.99800000	9059.9000	0.046	0.3244	52.70	106.20	1
OGLE-LMC-HB-0329	MS	05:34:07.84	-69:05:11.7	17.857	18.556	0.699	11.35836000	9004.9880	0.097	0.2687	77.00	120.20	1
OGLE-LMC-HB-0330	MS	05:34:10.74	-67:26:45.4	14.499	14.361	-0.138	9.46739000	9003.0600	0.019	0.3640	57.00	32.00	0
OGLE-LMC-HB-0331	MS	05:34:11.26	-66:56:56.5	14.741	14.582	-0.159	5.87278000	9003.7250	0.024	0.2040	30.90	169.00	0
OGLE-LMC-HB-0332	MS	05:34:14.86	-69:50:35.2	16.275	16.389	0.114	7.10789000	9004.9910	0.028	0.3370	44.90	19.70	0
OGLE-LMC-HB-0333	MS	05:34:32.79	-69:45:24.1	14.971	14.815	-0.156	4.12294700	9002.5550	0.018	0.2360	88.00	125.00	0
OGLE-LMC-HB-0334	RG	05:34:43.55	-71:16:32.4	14.390	15.787	1.397	322.02000000	9148.7000	0.042	0.2303	80.60	76.70	1
OGLE-LMC-HB-0335	RG	05:34:46.47	-70:30:05.2	16.347	17.777	1.430	276.57900000	9096.2000	0.026	0.1690	58.40	16.00	1
OGLE-LMC-HB-0336	RG	05:34:53.54	-69:29:26.7	15.889	17.458	1.569	433.49000000	9220.4000	0.041	0.3494	57.40	41.10	1
OGLE-LMC-HB-0337	MS	05:35:06.34	-70:16:26.5	16.465	17.078	0.613	18.35047800	9003.9160	0.196	0.2210	89.90	45.35	0
OGLE-LMC-HB-0338	RG	05:35:06.74	-70:16:32.1	15.263	17.054	1.791	858.65000000	9001.3000	0.042	0.4126	58.20	22.80	1
OGLE-LMC-HB-0339	RG	05:35:07.01	-69:41:58.6	16.141	18.027	1.886	405.66000000	9100.4000	0.029	0.1800	61.80	32.00	1
OGLE-LMC-HB-0340	MS	05:35:16.88	-69:02:53.8	15.029	15.132	0.103	15.48356000	9000.5880	0.007	0.5630	33.00	170.00	0
OGLE-LMC-HB-0341	MS	05:35:19.23	-67:16:01.8	14.092	13.938	-0.154	16.15973000	9003.5140	0.097	0.6670	88.20	88.10	0
OGLE-LMC-HB-0342	MS	05:35:23.56	-68:49:01.9	15.527	15.425	-0.102	6.66142600	9005.8770	0.027	0.2200	35.60	4.00	1
OGLE-LMC-HB-0343	MS	05:35:27.21	-67:57:43.3	16.577	16.634	0.057	5.17029600	9001.2150	0.029	0.1670	89.00	103.20	1
OGLE-LMC-HB-0344	RG	05:35:37.46	-69:15:53.2	16.100	17.857	1.757	418.17000000	9359.5000	0.033	0.2820	70.00	33.60	1
OGLE-LMC-HB-0345	RG	05:35:55.32	-70:28:47.3	15.649	17.472	1.823	324.90100000	9139.6000	0.042	0.1254	57.90	150.60	1
OGLE-LMC-HB-0346	MS	05:36:00.48	-69:29:26.0	14.548	14.561	0.013	20.40130000	9013.5900	0.026	0.4710	56.40	64.20	1
OGLE-LMC-HB-0347	MS	05:36:00.97	-69:42:27.1	14.637	14.467	-0.170	7.65770800	9000.6900	0.064	0.6790	89.10	95.40	0
OGLE-LMC-HB-0348	MS	05:36:13.43	-68:55:44.3	14.412	14.338	-0.074	8.67917000	9000.5300	0.015	0.3380	24.80	40.00	1
OGLE-LMC-HB-0349	RG	05:36:15.81	-69:33:46.0	16.288	17.928	1.640	594.32000000	9381.4000	0.034	0.5270	62.80	24.10	1
OGLE-LMC-HB-0350	MS	05:36:25.81	-69:29:12.2	14.713	14.645	-0.068	4.95038800	9001.2360	0.019	0.3050	40.20	118.00	1
OGLE-LMC-HB-0351	RG	05:36:45.63	-70:01:42.2	15.613	17.273	1.660	316.55400000	9290.9000	0.054	0.3264	55.30	162.40	1
OGLE-LMC-HB-0352	RG	05:36:51.21	-69:56:38.2	16.509	18.362	1.853	330.21000000	9328.7000	0.045	0.2210	58.80	59.00	1
OGLE-LMC-HB-0353	RG	05:36:51.22	-69:59:36.7	16.021	17.877	1.856	663.71000000	9396.7000	0.059	0.5070	61.50	85.00	1
OGLE-LMC-HB-0354	RG	05:37:01.25	-68:26:03.9	15.493	17.033	1.540	418.90000000	9184.3000	0.032	0.2850	73.70	38.00	1
OGLE-LMC-HB-0355	RG	05:37:01.32	-71:21:23.9	15.898	17.613	1.715	364.88100000	9246.8000	0.047	0.2835	88.60	100.80	1
OGLE-LMC-HB-0356	MS	05:37:24.92	-69:20:05.5	15.999	15.993	-0.006	9.49778000	9008.4700	0.009	0.5400	28.50	60.00	0
OGLE-LMC-HB-0357	RG	05:37:33.14	-69:49:58.0	15.969	17.426	1.457	297.98200000	9072.6000	0.063	0.3071	67.40	157.80	1
OGLE-LMC-HB-0358	RG	05:37:35.80	-70:07:16.0	16.018	17.504	1.486	285.61000000	9160.4000	0.031	0.1450	82.40	59.00	1
OGLE-LMC-HB-0359	RG	05:37:43.44	-70:43:59.4	16.011	17.578	1.567	348.22000000	9020.4000	0.022	0.2120	57.10	117.70	1
OGLE-LMC-HB-0360	RG	05:37:44.49	-68:01:59.8	14.614	16.399	1.785	694.28000000	9372.0000	0.129	0.4005	58.53	36.10	0
OGLE-LMC-HB-0361	MS	05:37:51.13	-69:32:26.3	16.987	17.545	0.558	62.61630000	9006.4100	0.058	0.4130	33.39	47.70	1
OGLE-LMC-HB-0362	RG	05:37:56.11	-69:36:04.5	15.092	16.696	1.604	303.25000000	9011.2100	0.114	0.2573	63.40	175.60	1
OGLE-LMC-HB-0363	RG	05:38:07.61	-71:44:53.2	16.203	17.716	1.513	284.51900000	9073.5000	0.045	0.3340	77.60	71.70	1
OGLE-LMC-HB-0364	RG	05:38:11.28	-68:10:32.3	15.527	16.914	1.387	499.38000000	9458.5000	0.049	0.4484	63.90	169.70	1
OGLE-LMC-HB-0365	MS	05:38:32.64	-69:03:56.0	16.610	16.660	0.050	14.77308000	9008.3450	0.056	0.6950	26.90	74.00	1
OGLE-LMC-HB-0366	RG	05:38:41.15	-67:58:06.8	13.991	15.295	1.304	657.85000000	9521.9000	0.017	0.2290	61.70	156.00	0
OGLE-LMC-HB-0367	MS	05:38:46.45	-66:22:18.6	16.910	17.218	0.308	19.73110000	9000.0500	0.100	0.2056	57.00	56.10	0
OGLE-LMC-HB-0368	RG	05:39:14.20	-70:25:52.6	15.139	16.746	1.607	416.15000000	9024.9000	0.035	0.2620	42.20	0.60	1
OGLE-LMC-HB-0369	RG	05:39:35.30	-69:48:35.7	16.778	18.889	2.111	345.77000000	9283.7000	0.026	0.2040	65.00	47.00	0
